gmap_id,name,latitude,longitude,avg_rating,borough,cluster
0x89c25883220fffff:0xbb74e02ccfb8a2bf,Lucciola,40.7903738,-73.9727097,4.9,Manhattan,1
0x89c259814a00fb07:0xe43b9c357edcd1e7,Wolfnights - The Gourmet Wrap,40.7200353,-73.9885546,4.4,Manhattan,5
0x89c25985aed61a37:0x712e50b9294e3f85,Dunkin',40.7220292,-73.98468319999999,3.2,Manhattan,4
0x89c259022d712db1:0xe29efb1fe8fc94a,Baked by Melissa,40.7517919,-73.9764075,4.2,Manhattan,18
0x89c258c003c4c12d:0x4d18fbf12b3512cd,Mezzaluna,40.7711518,-73.9592566,4.4,Manhattan,2
0x89c258be67f2467d:0x102ce274c07a2f32,Parma,40.77491,-73.957163,4.3,Manhattan,49
0x89c25901a9f4c9af:0xbf0417344e2ce339,Bookmarks,40.752125899999996,-73.979434,4.2,Manhattan,32
0x89c260c569e31cbb:0xfe0e3374aa473f0a,Golden Krust Caribbean Restaurant,40.70129,-73.8081,3.3,Queens,0
0x89c25a20a97f5c63:0x7451a024fda8ac5e,XO Taste,40.7169957,-73.9968396,4.0,Manhattan,45
0x89c25c28fad487b5:0x8fed3f9a2216d310,International Coffee Shop,40.7003682,-73.8983441,4.4,Queens,43
0x89c2611fb2e5ed2b:0xbf4248e8c513f467,Richie's Place,40.710615399999995,-73.79281139999999,4.5,Queens,43
0x89c263ce23aeebf7:0xa40fbcb15c5def15,Golden Krust Caribbean Restaurant,40.713432,-73.735565,3.8,Queens,0
0x89c2612084f70f5f:0xc9cf71b7e57c5468,Golden Krust Caribbean Restaurant,40.705494,-73.79449,3.9,Queens,0
0x89c25f6a3df931c7:0xaddecdf439be5801,Cafe Via Espresso,40.768676,-73.910851,4.7,Queens,43
0x89c26121e448b1bb:0xb8f7131fc17cd053,Brother's Coffee Shop,40.7072995,-73.789991,4.3,Queens,43
0x89c2599e6222972b:0x1812a7360d9a24dc,Booker and Dax,40.7317738,-73.9859625,4.5,Manhattan,17
0x89c25987573d2f95:0xd4fa9b6d12c366b,Golden Forest,40.716644699999996,-73.9894908,4.1,Manhattan,13
0x89c2598869426509:0xcbf7dd3702b923ce,Grand Bo Ky,40.7190631,-73.9959676,3.8,Manhattan,29
0x89c258521b61fecb:0xe6d7d7a26e48fab,Lali,40.761307599999995,-73.9940283,4.6,Manhattan,35
0x89c25f3cf5ca1243:0xb8188c2e4b1ac8f7,Retro Pizza Cafe,40.758399999999995,-73.918065,4.5,Queens,24
0x89c259857f7a0c81:0x5dbe6bfa448de23b,Milano's Bar,40.7246208,-73.9945755,4.5,Manhattan,6
0x89c25c2347e41b15:0xd4bd46995bb0af78,Golden Thai,40.695645,-73.907991,3.9,Brooklyn,12
0x89c2f38f6d170f0b:0x863309ea34cc8376,Montezuma,40.868731,-73.90194919999999,4.3,Bronx,9
0x89c2f625d881029b:0x7333f0c82092cdea,Yu Kitchen,40.797596999999996,-73.96924,4.4,Manhattan,29
0x89c259a8ded0fdcf:0xabd8ab29bb4f725f,Seoul Garden,40.7477583,-73.9873167,3.9,Manhattan,21
0x89c25c189ecc32af:0x426da8f7fe953aee,L'imprimerie,40.6992312,-73.91285119999999,4.7,Brooklyn,25
0x89c2599468251b65:0xeb4e05b8cd4c5981,While We Were Young Kitchen & Cocktails,40.734403,-74.002696,4.2,Manhattan,17
0x89c2595c3d65a71d:0xcb96162146bd1c88,Brooklyn Winery,40.717291499999995,-73.9551372,4.5,Brooklyn,16
0x89c25b007758b4d1:0x636b3cb30023bd51,Lotus Vietnamese Sandwiches,40.6755023,-73.9808304,4.4,Brooklyn,11
0x89c249537266c161:0xe39d599476640338,Dominick's Bakery Cafe,40.5741667,-74.1169444,3.8,Staten Island,25
0x89c2494ca9f00feb:0x77df231bd69c9681,Better Gourmet Health Kitchen,40.5741365,-74.1065802,4.1,Staten Island,42
0x89c25a18c714c5a1:0x9c81301937d9069b,Healthy Joe's,40.7133359,-74.0081867,4.2,Manhattan,42
0x89c25a18247b5807:0xacf8ca965ce8594a,d Elici,40.7097145,-74.0083934,4.4,Manhattan,11
0x89c24c2bce3ae295:0x5e2455ab89e25c6e,Alfonso's Pastry Shoppe,40.6130401,-74.1273451,4.3,Staten Island,25
0x89c25a1822db1e63:0x9b760438431d4b5d,Stamina Grill & Juice Bar,40.7098437,-74.0079294,4.0,Manhattan,42
0x89c24eb1c27bf797:0xb4dd9a5fa527d185,Cucina Fresca,40.5813032,-74.1114451,4.6,Staten Island,1
0x89c24952f8ad708b:0x85051853a64eb12e,Cookie Jar,40.573339,-74.11469079999999,4.6,Staten Island,18
0x89c259a1de5ed557:0x964522b6a6a23ec,Sal Anthony's,40.7341002,-73.9917595,4.2,Manhattan,1
0x89c2f32711fbb4f1:0xaf131965210e0aa8,Joe's Pizza,40.893508,-73.85701,4.6,Bronx,24
0x89c2f385cc3ba741:0x587daf6241e025cc,Double Dragon,40.867125699999995,-73.8980564,4.5,Bronx,13
0x89c2f684a66ecb79:0x54c67ae11a932760,La Barca,40.8374464,-73.9420766,4.2,Manhattan,35
0x89c2f46eeca39529:0x1d7bb3a712c5e288,La Parada 24/7,40.8492181,-73.9050355,4.2,Bronx,35
0x89c2f46e94cded27:0xf3ebde32027f5d3e,Peking,40.8492791,-73.9047258,4.2,Bronx,13
0x89c2f5b0d4eeef11:0x11429692f91c6c38,Lechonera La Piraña,40.8155813,-73.90646579999999,4.7,Bronx,35
0x89c2f60f8f19472b:0xd7cc277c62d99909,New King Deli Grocery Corporation,40.799686099999995,-73.945649,4.1,Manhattan,37
0x89c260ac2a0ce32b:0x88706f86d90cf901,Spolini's,40.707405099999995,-73.835329,4.5,Queens,49
0x89c26025f3d06c03:0x45fc94b7c8b765c8,Doraon 1.5 Dak Galbi,40.763593799999995,-73.807126,4.2,Queens,21
0x89c25b75220e4083:0x61a7d6d598559200,Golden Krust Caribbean Restaurant,40.670105,-73.95801999999999,3.8,Brooklyn,0
0x89c25994ab47c50d:0x43b471036857d785,Swine,40.734246999999996,-74.00643099999999,4.2,Manhattan,17
0x89c259a127d22bbf:0xfa4f6f058bb78cd7,Baked by Melissa,40.7402176,-73.9857674,4.1,Manhattan,25
0x89c258e312fd2723:0xd1f79dd843aafedc,Fabio Cucina Italiana,40.7566043,-73.96919539999999,4.6,Manhattan,49
0x89c2f613d01b39ed:0x6fe5610d940246b2,Freddy's Soul,40.8054056,-73.9513255,4.1,Manhattan,0
0x89c25940461a5841:0x1ceaccd4f8370c5c,Brouwerij Lane,40.729628,-73.957911,4.8,Brooklyn,27
0x89c2f4d19a55493d:0xa98fd31bc3471c21,Pizza Italia,40.8228332,-73.8486061,4.4,Bronx,24
0x89c2595ee2f40001:0xa5150948ecc5b10e,Taqueria Diana,40.7142554,-73.95566099999999,4.2,Brooklyn,41
0x89c259079be85147:0x9d66fbbcd1d37186,Masala King,40.7471609,-73.9819567,4.4,Manhattan,14
0x89c2600e10394f19:0xb08c15c0be73dc50,Malay,40.758693699999995,-73.83089389999999,4.3,Queens,0
0x89c25961adad35b1:0x9c9f45d4225986de,Andante,40.714892299999995,-73.9625848,4.6,Brooklyn,30
0x89c259dbd7b9593f:0xdb7ffd35237f407f,Two Hands,40.7161222,-73.96634379999999,3.7,Brooklyn,43
0x89c2595db9bc2d3d:0xdec823364ba3aabc,Vittoria,40.718329,-73.957407,4.5,Brooklyn,15
0x89c2598fa3fdf425:0x2527feffab3617a9,Borsalia,40.7158708,-73.9641729,4.8,Brooklyn,49
0x89c25901a749c8e7:0x9ca30247fbc57022,3 Times,40.7182555,-73.98522969999999,4.3,Manhattan,29
0x89c2f42f17b8abb3:0xdda8fd370045b635,Kennedy Fried Chicken & Pizza,40.8345737,-73.92863609999999,4.0,Bronx,26
0x89c2598744f5c071:0xa875ad3dae9eed9c,Waypoint Cafe NYC,40.717310999999995,-73.99000459999999,4.7,Manhattan,15
0x89c2452d5fde2b57:0x8480215c6f95cf29,Asia Glatt Kosher,40.6369407,-73.9944782,4.4,Brooklyn,5
0x89c259242cd4e1b9:0x47696225bf03c10a,Rothschild TLV,40.7744784,-73.9589774,4.7,Manhattan,5
0x89c259fc38103eeb:0x9d312733d2e644c6,Teppen Ramen,40.7592717,-73.9688084,4.5,Manhattan,30
0x89c259b992845133:0x1b98423c4f8065f9,Champignon,40.7433457,-73.9964832,4.0,Manhattan,36
0x89c26103abab61e7:0xe8b7e147e06d33cb,Nutripan2,40.703902299999996,-73.8089931,4.2,Queens,25
0x89c258fa9883e9a9:0xc66e722fd15d81b1,All About Food,40.763203,-73.972675,4.0,Manhattan,37
0x89c25a20077ec7a3:0xe6c1cb5ebfcfebec,Tutto il Giorno Tribeca,40.7187583,-74.0060558,4.4,Manhattan,1
0x89c25a2415cacd1f:0x3d5c16c4a7983b04,Famous Calabria Pizza,40.7119418,-73.99934689999999,4.5,Manhattan,24
0x89c25ca833858285:0xad9656e6c8f62b,Bklyn Prime,40.637226299999995,-73.93494869999999,4.3,Brooklyn,36
0x89c259a37df335cd:0x7d9503a157f21f24,Metropolitan Room,40.7471034,-73.9912081,4.2,Manhattan,6
0x89c25f2c5d9f4d79:0x9758ac1850ab654c,Rosa's Cafe,40.7542392,-73.9325435,4.2,Queens,43
0x89c2676b037061bf:0xa4644a92b35c41dd,New Brisas Latinas,40.6699829,-73.82086939999999,4.1,Queens,47
0x89c2445deeff7283:0xee740a90e3da7d9e,Sofia's Pizza,40.5877925,-73.9606879,4.3,Brooklyn,24
0x89c25905ebada8d5:0xa14db7a2860d4020,EONS Greek Food for Life,40.7452743,-73.9758744,4.5,Manhattan,34
0x89c259b98e6989a9:0x8f8105b06181ad23,Chelsea Square,40.746204999999996,-74.001278,4.2,Manhattan,22
0x89c259928d287b5b:0xff8c938f5eae67ed,Codino,40.7296464,-74.0041317,4.4,Manhattan,1
0x89c25856f03811f1:0x290d7c82a0b0c79a,Pret a Manger,40.762234299999996,-73.9867771,4.3,Manhattan,42
0x89c25fc3fe15ea95:0x33430ca2d0405f04,The King Of Empanadas,40.7525665,-73.8594169,4.4,Queens,47
0x89c245b23dcfe2d1:0xc5e4fc44ae788254,Cropsey Bagels,40.5862042,-73.9877434,4.5,Brooklyn,23
0x89c245e2189421fd:0x639bdfc2f63534f7,Avocados Mexican Grill restaurant,40.6042505,-73.97426109999999,4.7,Brooklyn,41
0x89c260240f4edcbb:0x2a889c8883ee11d6,Bonjuk New York,40.7647395,-73.8120546,4.2,Queens,21
0x89c260169a0578c9:0x9f79b7bebe4f9d7b,Cin,40.7575773,-73.8223983,3.6,Queens,5
0x89c2450a49622df9:0xda2b108913606a9b,Kung Fu,40.601725099999996,-74.002313,4.6,Brooklyn,40
0x89c24494e5c5b3e9:0xd8c140893c6fb9a7,Aksaray,40.609927,-73.9577686,4.3,Brooklyn,5
0x89c244949a94389b:0x312b08ae5185702,New Lan King,40.608520399999996,-73.95752399999999,3.7,Brooklyn,13
0x89c244c0af187449:0x2f9b8540619a2599,Dunkin',40.6177869,-73.95964649999999,3.7,Brooklyn,4
0x89c25ce84a8a1c43:0x5fd42af3c9e3eccc,Popeyes Louisiana Kitchen,40.646361299999995,-73.90324509999999,3.8,Brooklyn,26
0x89c25cb7fb02ea9f:0x648e8d29432bb788,Yummy Taco,40.6358575,-73.91305299999999,3.9,Brooklyn,41
0x89c258fe7c87b859:0xc62358153a7e982,China Moon,40.7565634,-73.97776069999999,3.6,Manhattan,13
0x89c258e34e735a21:0x440a052fb6d27180,Starbucks,40.757670999999995,-73.970897,3.5,Manhattan,48
0x89c25baaf7fc0041:0x2ba0b90bec910d78,Mee Thai Cuisine,40.677419799999996,-73.9800415,4.6,Brooklyn,12
0x89c258e45129248d:0xcd33e90c7dce32a4,Tina's Cuban Cuisine - 3rd.Ave.,40.759875799999996,-73.968029,4.3,Manhattan,47
0x89c25ba8ec50fb01:0xb34e7b4a07a4b98b,Dao Palate,40.6779724,-73.9727187,4.3,Brooklyn,46
0x89c258fd26676e3d:0x4ae0511bc0d4cf91,La Bellezza Pizza,40.7557662,-73.9720368,4.6,Manhattan,24
0x89c244eca267d6df:0x3c587824913db8c5,Hot Bagels and Bialys,40.5994929,-73.9522731,4.2,Brooklyn,23
0x89c258f9d82e547f:0x4955a24eb034c5a6,Dean & DeLuca,40.7642306,-73.9796369,3.8,Manhattan,15
0x89c261e0d2ac80fb:0x1fb804506d267ea6,CoCo Fresh Tea & Juice,40.7591124,-73.7690437,4.1,Queens,31
0x89c2605716b644a3:0x439bdbd9c5fd156b,Futigi,40.7329169,-73.8046866,4.1,Queens,40
0x89c25928790e3d2b:0x739b3c92a765e8c9,Red Cup Cafe,40.747982,-73.947623,3.9,Queens,43
0x89c2444aaac9e979:0x85db64ad3cd572a4,Mi Candileja,40.577005799999995,-73.9830813,4.0,Brooklyn,35
0x89c261eb7582e279:0xc689b4757eeb0c18,Lie Bagels,40.7466096,-73.7662005,4.3,Queens,23
0x89c261e7ca0c4599:0x16e3085c5134df05,Joe's Sicilian Bakery,40.7551955,-73.7686082,4.7,Queens,25
0x89c26740b8ce97cf:0xf92473988b47def0,Island Roti Shop,40.676705299999995,-73.8196541,3.9,Queens,0
0x89c26176df334c89:0x8086a960ed26d7c3,D ROTI HUT,40.714639,-73.752262,4.6,Queens,0
0x89c25a27041bda07:0x17064f117d3b8efc,Deluxe Green Bo,40.715617699999996,-73.9980053,4.4,Manhattan,29
0x89c2595d25e0c039:0xc4960833b66219ea,The Whiskey Annex,40.7210713,-73.9567926,4.5,Brooklyn,6
0x89c2f5dd8b9aa89f:0xf0249ac76702536e,Made In Puerto Rico Bar & Lounge,40.8068497,-73.92840439999999,4.0,Bronx,6
0x89c2f35d86c254a3:0x34f30039e47957bf,Subway,40.8637983,-73.865209,3.6,Bronx,11
0x89c25991e38b6f55:0xd439743b8b870e8d,Madam Ji,40.7282047,-73.9995574,4.1,Manhattan,14
0x89c258bba2c70f1f:0x62f552996f860016,Taco Today,40.7773135,-73.94935459999999,4.2,Manhattan,9
0x89c25baa56ebdba5:0x96d739b470078269,Maya Taqueria,40.67764,-73.979794,4.2,Brooklyn,9
0x89c2445fcabfd8e5:0x3b98a00d6dc4d0ef,Tandir Rokhat,40.5912358,-73.9608737,4.4,Brooklyn,5
0x89c25bfc4043c837:0xb59a0a6064b72d7f,Daytime,40.6585833,-73.978115,4.8,Brooklyn,15
0x89c259a9e2206527:0x679b5f6a0dd4ed32,Toledo,40.7492904,-73.98307559999999,4.3,Manhattan,35
0x89c259b1d6ff049d:0x66ba42701b99ed25,Famous Amadeus Pizza,40.749820899999996,-73.99488459999999,4.1,Manhattan,24
0x89c258fe6790bb1f:0x4f5fb6f1477d809e,Starbucks,40.756425,-73.978301,3.8,Manhattan,48
0x89c258fc36edc931:0x27aea79c0b69e8a8,Dill & Parsley,40.7569598,-73.9758958,4.1,Manhattan,42
0x89c258fe7c961587:0x6da1f2bfaa62097,Café Alice,40.7565619,-73.9777629,4.0,Manhattan,43
0x89c25b03df459811:0x5e4ecad7f5b13368,Burger Village,40.670426299999995,-73.97891109999999,4.2,Brooklyn,3
0x89c289e723aa6131:0x16100dfe8fee2083,Starbucks,40.7644685,-73.7263404,4.1,Queens,48
0x89c2675a652e9771:0xd4e7a58ae1e7e8c9,Oxford Bake Shop,40.6822028,-73.83691859999999,4.6,Queens,25
0x89c26014ed70e68d:0x81e811db7e3371b3,Dunkin',40.7538839,-73.8223568,3.6,Queens,4
0x89c25987e1456a33:0x6380b8e2e88a6ce8,Good Century Cafe,40.7181579,-73.9944395,4.4,Manhattan,45
0x89c25b6047b8a6c1:0x556d971a62dd8f52,Peaches,40.6515359,-73.93757049999999,4.7,Brooklyn,0
0x89c25fce3cd19f85:0x33b24ce2b823c837,Subway,40.7431358,-73.8545111,4.0,Queens,11
0x89c2598804d5a947:0x3938b3d20002fcd9,New Hong Wong,40.717789599999996,-73.9954782,3.9,Manhattan,29
0x89c267624d095f09:0xba61d01c23f630a,FRESH 2 GO CORP,40.681838899999995,-73.83677399999999,4.6,Queens,37
0x89c2f4157d706b61:0x4acf25ef6b72b368,27 Sport Bar & Cafe,40.844301699999995,-73.915039,4.0,Bronx,6
0x89c260ddb5adafd3:0xcdc15e55a786091a,Dunkin',40.707301099999995,-73.8022665,3.6,Queens,4
0x89c259a713b02e3d:0xa61c17165ac52a11,Bread & Tulips,40.7421174,-73.984741,4.4,Manhattan,1
0x89c2f5cfa611b81b:0xc19a8e66515bf516,Franco's,40.817327999999996,-73.921482,4.4,Bronx,37
0x89c266b3c6fe29e3:0xc7710791e40f9607,Reggae Taste,40.6803567,-73.763382,4.3,Queens,0
0x89c28a75527ae56f:0xd276a33b83be1140,FINO French Bistro,40.764908899999995,-73.7714982,4.5,Queens,16
0x89c258ee404d5551:0x969b387931e4ccf8,Altesi,40.766661,-73.969596,4.4,Manhattan,49
0x89c25859b06914a9:0x37b774b8aae6664b,Rise Bar,40.767238,-73.9866,4.0,Manhattan,6
0x89c259899c3af443:0x7bec6a057b194635,Soho Thai,40.720096,-73.9996343,4.2,Manhattan,12
0x89c25edb193d5f11:0x75fd4c9b22360411,de Mole,40.7392859,-73.9202961,4.5,Queens,9
0x89c25efa08af1925:0xd9c144cb4d364615,Jacup's Coffee & Bistro,40.733052,-73.895594,4.3,Queens,43
0x89c25ea04a82eb59:0x8f495b2c097237ac,Buttah,40.7081569,-73.9138992,4.6,Queens,25
0x89c25c1f34c69ded:0x633b4ee960649f0b,Sabor Tropical,40.7009379,-73.9142251,4.0,Brooklyn,35
0x89c25c202ed2cd91:0x2590624c9039322f,Paloma's,40.703438,-73.912099,4.4,Brooklyn,9
0x89c25c08722308d1:0xbc11302d0a9a911f,Rebecca's,40.698218,-73.9342492,4.5,Brooklyn,6
0x89c259e30095690f:0xc329f363aa37ab7c,Brooklyn Billiards,40.721370199999996,-73.9577565,4.2,Brooklyn,6
0x89c25f647d36fc09:0x5fc8c1b4434ab80a,Cafe Moca,40.7056846,-73.9122703,4.5,Queens,15
0x89c25b6aac35a0bb:0xe7bd17e628a805f7,Green Lake,40.653242899999995,-73.9591813,3.9,Brooklyn,13
0x89c25c26baf9972f:0x3d3cc64cbb31ddba,Dunkin',40.6999327,-73.9114103,4.1,Queens,4
0x89c2598279e80355:0xb97630224ed06d6d,Croxley's East Village Ale House,40.722486599999996,-73.9833604,4.0,Manhattan,39
0x89c25b3ec8291f85:0x5764d89f9c614ec6,Dunkin',40.6489609,-73.963808,3.9,Brooklyn,4
0x89c25b152ae7a885:0xe3d419adcb7a4df5,Jamaican Pride Bakery,40.655192899999996,-73.9596105,4.4,Brooklyn,25
0x89c2599eff364c55:0x8f9e0a5c87da0e12,Hawkers,40.733084,-73.985991,2.6,Manhattan,12
0x89c25dffcc969ec9:0xc956fb9663a1e776,102 Billiards,40.6949742,-73.8447582,4.0,Queens,6
0x89c2616de04cadf9:0x42011ae93c1199f9,Burger King,40.7130491,-73.7655544,3.5,Queens,3
0x89c260c489b65f6b:0x3c1d29db8c7a10c0,McDonald's,40.701211,-73.807654,3.0,Queens,44
0x89c260f5a70aa573:0x797028aa5bddd71b,Amy's Deli,40.7294039,-73.8154969,4.0,Queens,37
0x89c261615850e6ed:0x3864fa5af50d3867,Kennedy Fried Chicken,40.7073959,-73.751965,4.1,Queens,26
0x89c266d92c588651:0xaa3f7abf83eff4b3,DNL Pizza Plus,40.6737823,-73.7908228,4.4,Queens,24
0x89c266dc8a6eaf3d:0xe960a399f650fff7,Subway,40.678092799999995,-73.7760947,3.3,Queens,11
0x89c25be280a0a513:0x6d51493ab70df6f6,Singas Famous Pizza & Grill,40.710837999999995,-73.950684,4.3,Brooklyn,24
0x89c25fb01502b02b:0x6ddf2b954fd29fca,Buenos Aires Bakery,40.7486053,-73.8760343,4.1,Queens,47
0x89c261d8507ff835:0x4e386807da0be701,ShiMiaoDao Yunan Rice Noodle,40.758758799999995,-73.8307188,4.0,Queens,29
0x89c24522bef172b7:0xcdd088c7f6d7e06a,Royal Garden Tbilisi,40.605224,-73.9822798,4.9,Brooklyn,5
0x89c258fd5d813f81:0xad598378101a1c08,Blackwells,40.7540827,-73.97270089999999,4.2,Manhattan,20
0x89c25b9cefd68b99:0xf76f454e23655a53,Cielito Lindo Bistro,40.6745289,-73.94993,4.3,Brooklyn,9
0x89c259b910db78bf:0xabe70b734bc66e96,LOLLINO - Gelateria & Espresso Bar,40.7446166,-74.0024293,4.7,Manhattan,10
0x89c258843133428d:0x9789fe2792a77ea4,Celeste,40.7866992,-73.9760929,4.4,Manhattan,49
0x89c2606d2ae55463:0x90f0a2ddcd0c03bd,H.K. Cafe,40.752527,-73.827342,3.9,Queens,29
0x89c259886eb7ac63:0x32c6ff44c2f00d3,218,40.718997,-73.995823,4.0,Manhattan,13
0x89c259846f0a4cdb:0xa5d07bd06a49c263,Kitakata Ramen Ban Nai - Upper West Side,40.778836,-73.98118199999999,4.6,Manhattan,30
0x89c259f316dc865b:0xe79b274841cc702b,Tri Dim Shanghai West,40.784124,-73.9736525,4.3,Manhattan,45
0x89c258f81bc478ed:0xb38af191d5f910c5,The Rickey,40.7644221,-73.9819656,4.2,Manhattan,17
0x89c25b363693b993:0x45a215a5a76da194,Mirakuya,40.700663,-73.9436044,4.6,Brooklyn,8
0x89c2599434aba5cf:0xc768950fafdf9292,Subway,40.7513617,-73.9708236,3.8,Manhattan,2
0x89c24fb583184651:0x556fd4ade4b07b46,Seppe Pizza Bar,40.6290683,-74.074393,4.5,Staten Island,2
0x89c24f5dba1e59ab:0xbdc86171d41f9714,Flour and Oak,40.63702,-74.0755829,4.4,Staten Island,2
0x89c24e6a54846ae5:0x1a4ea18e53f72a1f,Kyoto Sushi V,40.630679099999995,-74.1032573,4.2,Staten Island,40
0x89c24466b17c7d2d:0x30efa20403ab61,Dunkin',40.6049554,-73.9765546,3.9,Brooklyn,4
0x89c244e052185b19:0xf96d22fad851c11e,Ortobello's,40.6142861,-73.9807222,4.5,Brooklyn,49
0x89c28a94edc7f78b:0x441d8852861d3c41,End Zone,40.7885516,-73.81440789999999,3.9,Queens,6
0x89c2618d76b63417:0xa35f3e0db08f715b,Dunkin',40.740586,-73.7585192,3.9,Queens,4
0x89c25f994765914d:0xa06b2b61871d267c,Great Wall Chinese Restaurant,40.763895999999995,-73.8817713,4.2,Queens,13
0x89c25f2e0433f3d3:0x4dfb2075afa2a494,Tantra Modern Latin/Asian Restaurant and Bar,40.7566547,-73.9298213,3.6,Queens,6
0x89c25902f95b06df:0x6a86fd969bd46dbe,NAYA Midtown East,40.7517265,-73.9739755,4.5,Manhattan,38
0x89c259d1a09d0337:0x1bbde69e69d7ccad,North Miznon,40.7785222,-73.98070729999999,4.3,Manhattan,5
0x89c258fdf6c83d7f:0x5cc2bcef7f741e66,Kuro-Obi Ramen by Ippudo,40.754455,-73.9760113,3.8,Manhattan,30
0x89c25b13450df227:0x5e2d2713f06e170,Prospect Pizza,40.6586808,-73.9603391,4.3,Brooklyn,24
0x89c24f3758496605:0x12e52c810917f20,The LocaL,40.620384699999995,-74.1238247,4.2,Staten Island,36
0x89c24e810897714b:0x2c5bcd960a7ff3fe,Tokyo Sushi Korean BBQ,40.612921199999995,-74.1208532,4.3,Staten Island,40
0x89c2599160f3b6e3:0x92a973057921f471,Volare,40.7315626,-74.0004165,4.7,Manhattan,49
0x89c24b870d2fdb8d:0xbbac8d484864e7e,Panera Bread,40.5779444,-74.1642739,4.1,Staten Island,42
0x89c24fa61dc3a527:0x14f3915360b5ec65,Rosebank Tavern,40.612513199999995,-74.065147,4.5,Staten Island,27
0x89c24c2e8bbcb41d:0x2034a59ec5b182b8,Mezcal's,40.6118077,-74.13266689999999,4.4,Staten Island,9
0x89c24e13b4acf8bf:0x9af6c55bb8a9f3da,West Cork Union Hall,40.637971799999995,-74.1093207,4.3,Staten Island,6
0x89c24e81de96378d:0x7c8e675f58b18365,Noodlefan,40.6132354,-74.1237002,4.5,Staten Island,12
0x89c24fb48578992d:0x34529f5d16ac0658,Amendment 18 Speakeasy Bar & Grill,40.6252059,-74.0747146,4.2,Staten Island,6
0x89c24e872458089f:0x4146620baecac0ab,M & M Deli & Dairy,40.613644699999995,-74.1172227,4.2,Staten Island,37
0x89c2585942dfe1ad:0x6ee9c183ba7ab693,G&G Deli Grocery,40.7695005,-73.9878921,4.2,Manhattan,37
0x89c24f1fe7139829:0x3cfefe5e6f84b3e1,Jelisa's Cafe,40.613022199999996,-74.1219705,4.6,Staten Island,47
0x89c243c25555554f:0x2a8ec3400c24d8e7,Silver Gull Beach Club,40.557644499999995,-73.9024007,4.1,Queens,6
0x89c25a501a3af3cb:0xe81c044fa9270131,Congress Bar,40.6869339,-73.9938856,4.5,Brooklyn,17
0x89c24fdfd6eade25:0x8dd6b01aba1955c2,Mexican Cantina,40.6129411,-74.1216104,4.4,Staten Island,9
0x89c24f36f75c76c3:0xee5755735b7cc84a,Mountain Fusion Inc,40.6132244,-74.12245899999999,4.6,Staten Island,40
0x89c2596a86c888a7:0x16a04f52295fb669,21 Greenpoint,40.729807099999995,-73.9599282,4.4,Brooklyn,36
0x89c259504c76748d:0x30bc4f3d1630acb,Pheasant,40.7185051,-73.94527889999999,4.7,Brooklyn,16
0x89c25a277c610821:0x2f6feca2121f993a,La Bella Ferrara,40.7173462,-73.9982808,4.5,Manhattan,25
0x89c259876b465a6b:0xf9b7633d3cd5f59a,Roasting Plant Coffee,40.7177965,-73.990579,4.6,Manhattan,15
0x89c25c5e3ff2a051:0xb31ba9e53630df97,Sal & Paul's Pizzeria,40.669405999999995,-73.91104299999999,4.6,Brooklyn,24
0x89c25c7e9927084f:0xa34f38021e999c89,Hardee,40.671689799999996,-73.9306544,4.6,Brooklyn,13
0x89c25c795cb22693:0x5494a6c4bae15d2c,China Garden,40.674524,-73.9308058,4.1,Brooklyn,13
0x89c25a37ba01b009:0xa13e6000eb5a38ca,Sociale,40.683273199999995,-73.99569749999999,4.1,Brooklyn,49
0x89c25bee6d67b85b:0xc0c5b5635d07621b,Someday Bar NYC,40.6872599,-73.9863901,4.7,Brooklyn,27
0x89c2637c3b140737:0xacca4d8d9df182b8,Top tortillas,40.694809299999996,-73.7384769,4.3,Queens,9
0x89c26897728614b9:0x99251353d9ac3051,New Garden Restaurant,40.595518899999995,-73.7753941,3.3,Queens,13
0x89c26846dbafffff:0x721eb0c42a231964,Best Caribbean,40.586878399999996,-73.8149339,4.3,Queens,0
0x89c28cd0f275ae97:0x574d68100b8117d4,Mingles,40.8838584,-73.8324938,4.2,Bronx,6
0x89c25b291a20adb3:0xad1dc0a9aab2083c,Dunkin',40.642741699999995,-73.97898099999999,3.7,Brooklyn,4
0x89c25bde6b3820e3:0x90d2bb083d21742a,Roebling Pizza,40.7086014,-73.9612096,4.5,Brooklyn,24
0x89c25dbdc2e042ab:0x13ea4c50ea1feb84,Coco's,40.673602599999995,-73.8671293,4.0,Brooklyn,35
0x89c25b23fe087587:0x21bf5de5000b204b,Little Toninos Pizzeria & Cafe,40.6507119,-73.9770571,4.0,Brooklyn,24
0x89c2f3f61522358b:0x703a64515a4bf6cd,Stop 809,40.8656092,-73.91970429999999,4.2,Manhattan,47
0x89c25bb8169d69f1:0xf4bd8fabe827052e,Chipotle Mexican Grill,40.6930231,-73.9702073,4.1,Brooklyn,38
0x89c259919935ad39:0x59004dcefa046158,Triona's,40.729830199999995,-73.9993702,4.3,Manhattan,27
0x89c2f5dd76b30877:0xbfa5cc97484daf6,Monte's Brick Oven,40.807227,-73.926808,4.3,Bronx,2
0x89c2f5ba718d6bad:0x96b4708388b4b058,Dunkin',40.8125469,-73.9047379,4.0,Bronx,4
0x89c2f6244138f135:0x5bc2d86c33ed30b5,Arco Cafe,40.798719299999995,-73.9671848,4.4,Manhattan,1
