gmap_id,total_chars,total_words,review_count,avg_rating,rating_std
0x89c258c29f844b2d:0xf5152162c39a6882,935,174,22,4.454545454545454,0.8578640544577769
0x89c258c2a421b4bd:0x2f94e07b1302053c,5792,1042,57,4.315789473684211,0.8052926428333389
0x89c258c2a5b49133:0x48c36296759e50a8,3076,545,39,3.717948717948718,0.686283582198847
0x89c258c2a60925d3:0xe70b5d3ca3d9612b,22174,3936,178,4.606741573033708,0.7382675938864052
0x89c258c2a758576b:0xf1c64c2f2942635f,13167,2287,226,4.464601769911504,0.7430173144663952
0x89c258c3bc5697d1:0x268c91f629729d96,2384,444,41,3.951219512195122,1.2237487387571668
0x89c258c3e3e38735:0x9f67319d772eec86,657,119,13,4.461538461538462,0.9674179220468452
0x89c258c3e40fffa1:0xf60e80ec3b8dd0f2,3788,689,45,2.911111111111111,1.5495193128870968
0x89c258c3e6a1bc15:0x3dd8d96671633d8a,3782,667,46,3.652173913043478,1.0374625306079535
0x89c258c4d84a12bd:0x4c4ee41f78ef875d,2356,432,51,3.9411764705882355,1.2068432326674803
0x89c258c51078e7c5:0xb81ab9d39ec688a,16991,3006,189,4.126984126984127,1.0183225175486923
0x89c258c5998aeca7:0xd37288c21061d8e0,2991,566,37,3.972972972972973,1.2580073857424616
0x89c258c599c1e741:0xbfc35fd13b92c4f0,4463,789,83,4.0602409638554215,1.1618886810198237
0x89c258c6a73b2611:0xe36f5f626be1972,1668,286,47,3.8297872340425534,1.1854030489791811
0x89c258c6cf10ecfd:0x11053826f57a476d,2913,541,55,4.236363636363636,0.9222283071479916
0x89c258c6d02892a9:0xb454aa69ea7253f7,11991,2131,100,4.25,0.8453676505795953
0x89c258c73391d667:0xc36a558319ee87cc,10214,1835,166,4.572289156626506,0.7809571831683952
0x89c258c73e4d3d67:0x610cecf287e4c18d,2990,535,33,3.9696969696969697,1.1035411321301214
0x89c258c73fc20567:0x58fdd8bbb7e6e72,3420,622,34,3.764705882352941,1.3040455357687049
0x89c258c7532fb001:0xca0ca6a50ec10bc0,28715,5119,382,4.442408376963351,0.7637333780093336
0x89c258c762a6cd4b:0xa53030232618421f,3458,629,48,4.4375,1.0700218729122493
0x89c258c762e8c84b:0x8cd53aa7c82596ff,2117,350,30,4.333333333333333,0.8840866447369845
0x89c258c7650fb5b7:0xedcca8c8df7fffbc,7454,1389,120,4.341666666666667,0.9744279367513887
0x89c258c765fddb59:0xa02824291a6bbf5,12446,2192,176,4.346590909090909,0.9003426476163858
0x89c258ca9674a4af:0x2d3067b44f7097b3,9274,1671,205,4.190243902439025,1.1060894013367102
0x89c258cb9dffe839:0x59be7390b815fcd9,442,84,10,4.3,0.9486832980505139
0x89c258cba24c8d8d:0xdce9a63fb11c8291,6161,1092,84,4.7023809523809526,0.6358707511459679
0x89c258cc1c98e14f:0x22c38d90d482531d,2200,390,38,4.078947368421052,1.343283169265038
0x89c258cc2c0b28db:0x1cd9daeb795607c9,2026,351,20,4.2,1.1516578439248717
0x89c258cc34e74cff:0x382770e2f7ca075c,4134,751,53,3.9245283018867925,1.3984752219109866
0x89c258cd362a3e19:0xb30aadc157fbf01d,7100,1254,135,4.207407407407407,1.1660386843400847
0x89c258cd37cf6da5:0x17f914420e0ca74e,2314,432,17,2.3529411764705883,1.5788119136944492
0x89c258cd37e22b91:0x210ddbf53aa10b6c,935,167,19,4.368421052631579,1.1160708020048367
0x89c258cd39cd2375:0x82a9e63498ac6761,7855,1429,236,4.156779661016949,1.0899915138111447
0x89c258cdb3535fff:0xbb615051933ad606,4254,747,79,4.3544303797468356,1.1439694128458053
0x89c258cde4b59acb:0xc6d67c4fc79c9cd3,3356,580,31,4.67741935483871,0.5992827253861376
0x89c258ce847391b9:0x21af28cf2ef15e5e,8229,1484,102,4.362745098039215,1.0320528009199061
0x89c258ce8655d573:0x70f826fd47a38fd,11636,2126,176,4.204545454545454,1.1967488425763326
0x89c258d165461675:0x1212a1065a119d98,3327,605,84,4.130952380952381,1.190117559291527
0x89c258d1a8f6566f:0x6334236c83ed66d7,1557,287,36,4.5,0.9999999999999999
0x89c258d1da0d8dd1:0xf3eda0a7838b81b3,2034,355,39,4.435897435897436,0.9677666039547419
0x89c258d21bc442dd:0xe180bda98d31e7e2,362,64,11,4.454545454545454,1.2933395813657267
0x89c258d25ce1501d:0xb61b84cffce6e06c,1444,277,40,3.65,1.6100644994246944
0x89c258d339b834d5:0x93917936d3042f99,14341,2558,112,4.598214285714286,0.8432009093257511
0x89c258d38329021d:0x54f509864c39b2c2,6314,1125,94,4.425531914893617,0.8358803446566921
0x89c258d3dcb6d0f3:0xe02422026f1110c5,619,121,11,4.090909090909091,1.4459976109624424
0x89c258d3ddee8575:0x87f71a67c5b68843,18380,3387,220,4.6045454545454545,0.7420675009772641
0x89c258d3f5c0d2b7:0xe814bef56e88859b,1148,215,17,4.0,1.118033988749895
0x89c258d44c4beba3:0x6627a912175ad0fd,49064,8852,571,4.525394045534151,0.7951407095379288
0x89c258d4539777df:0x923137b8ccda7900,7670,1340,83,4.27710843373494,1.0855284541107626
0x89c258d46e008645:0x53d2a496fe1f70da,9094,1616,114,4.315789473684211,0.989464765243375
0x89c258d49e3c0cbf:0x543ed780ceaab927,24222,4350,279,4.243727598566308,0.928033666782419
0x89c258d4a123c889:0xf04e1fa21262ef45,11951,2202,149,4.436241610738255,0.9538127447463841
0x89c258d4a245e27b:0x86caede8951d8ce6,1358,259,19,3.473684210526316,1.4286131990551605
0x89c258d4ba1475e3:0x56ea63ae10026cd,13542,2507,92,4.217391304347826,1.056909104978896
0x89c258d5978a816f:0x5b9e4247a3ea2ba5,3566,637,95,3.9368421052631577,1.1922669834858362
0x89c258d597c114d3:0x8f792ae7be78fb76,17077,3155,378,3.685185185185185,1.176174887568166
0x89c258d598275dab:0x61904c46d1b060f3,8907,1591,125,4.376,1.0212579213575206
0x89c258d598dec063:0xb78a180ffc6dc173,8511,1502,117,3.9743589743589745,1.1330576457741306
0x89c258d598fa0301:0xdec5816ae09aff5f,8073,1471,138,3.8115942028985508,1.3320897617641259
0x89c258d5992f1dc9:0x64d5601dec95f792,3495,612,76,3.8552631578947367,1.174211194728002
0x89c258d599633f07:0xc49dbc0c2718709e,10290,1862,100,4.04,1.2942764446406012
0x89c258d5a508ae5b:0x647eda26a57a4c9f,5422,941,93,3.989247311827957,1.1932293016989288
0x89c258d5a579709b:0xc268c3eab153359a,1273,212,16,4.5,0.816496580927726
0x89c258d5abcdcdf9:0xc05b3c2fc7c684fc,11389,2046,106,4.330188679245283,0.982917892353535
0x89c258d5b7ae6707:0x489fa0606d80d4ca,3791,703,42,4.5476190476190474,0.9678334101859893
0x89c258d5c1cd2a47:0x7ed66f5548594799,4203,748,49,3.7551020408163267,1.3923991921155665
0x89c258d5c94ea8e1:0x7a05fc1fe16ec0ed,21900,3996,202,4.5495049504950495,0.7790955034255796
0x89c258d7b79428d5:0x62039d4a874210bc,4573,870,35,3.5142857142857142,1.6692976432765787
0x89c258d7b7f55fcf:0x416f3e89d5ec4e0b,1828,335,11,3.090909090909091,1.5782614139961384
0x89c258d7dd705425:0x9e5032977f58f7b,10632,1970,289,3.7197231833910034,1.3180077266658725
0x89c258d83a1fca61:0x702252910635a656,957,175,32,4.59375,0.9108441671187195
0x89c258d9e9c062dd:0x92b9085a030b38bb,45011,8203,364,4.1923076923076925,1.0582724910887606
0x89c258d9eaf1ad37:0x5a3d1699d7b8f26a,3665,681,64,4.390625,0.9696536364100199
0x89c258db1563d11f:0xd5fb58eb69ae4114,17212,3057,192,4.010416666666667,1.0633818586530384
0x89c258db67d5dbe9:0x75e7e41bfbe40e7f,19844,3420,431,4.17169373549884,1.0883042747118166
0x89c258db79b63e13:0xe38df2319bc29aec,16432,2970,171,3.789473684210526,1.0583590312409528
0x89c258dd3fbff5a3:0x5c222045178cc9ac,4375,797,43,4.162790697674419,1.1737248918789138
0x89c258de8895b51f:0x2df06b4d572950cc,5614,962,58,4.362068965517241,0.9118763355305726
0x89c258e132efa897:0x8def0c235c43ecbc,5148,865,78,3.9358974358974357,1.2203868195551726
0x89c258e145ab2ba9:0xaba1930014c9ce79,11125,2042,167,4.359281437125748,0.800764370425221
0x89c258e145c0d715:0x1316a2558da17e8d,9299,1683,138,4.478260869565218,0.7662344298733423
0x89c258e145de9a7b:0xced9885c3992c90d,4679,840,67,4.343283582089552,0.9463204468147673
0x89c258e15a9955c9:0x65187405e65b14b4,11365,2007,134,4.522388059701493,0.7728126338734395
0x89c258e15a9955c9:0x9039d088dbb93803,7848,1376,55,4.545454545454546,0.7408249110427838
0x89c258e15d239119:0x118e706b6837c13e,10261,1836,145,3.9379310344827587,1.2031249222520743
0x89c258e1621be4df:0xfba76ffb1e7150b6,9377,1656,117,4.358974358974359,0.8352321426378959
0x89c258e166b3c65d:0xa19c7c3ccb2fffc4,16966,2984,222,4.103603603603603,1.0649009834732712
0x89c258e166fe11ad:0x1b29073bfa5c2295,5857,1072,108,4.194444444444445,1.2263335928681414
0x89c258e16718c55d:0xdfb83684e6939f4b,52021,9328,1255,3.6868525896414344,1.3154501681627944
0x89c258e17d9290d5:0x7523af28098a751d,792,121,18,3.388888888888889,1.4199788270537859
0x89c258e1821e6567:0x6d1e8a52f6f69312,7327,1235,107,4.5046728971962615,0.9150093491191712
0x89c258e18290a75f:0xc25a782f688c4441,4255,713,34,4.176470588235294,0.8337788470424283
0x89c258e20b842d01:0xffd3680502d2e09c,23297,4115,353,4.317280453257791,0.9481809576810144
0x89c258e20cbe4475:0x12fe106ba5ffcc55,278,47,19,4.052631578947368,1.4709665835968129
0x89c258e210135473:0xb0ea26094aee0b2c,23593,4198,268,4.358208955223881,0.9668899528350094
0x89c258e213affb2b:0x5b3c48dcd8921aad,6806,1132,60,4.466666666666667,0.791194477081945
0x89c258e223d061d7:0x71978fe155e458e4,6011,1119,169,3.8106508875739644,1.3494726227448626
0x89c258e225006f9f:0x6ba88a3e77e50605,19400,3324,270,4.314814814814815,1.024315422386127
0x89c258e228138a07:0x3d14b1ce967b0207,3730,636,59,4.237288135593221,1.005827555159868
0x89c258e230196f31:0xb908821e5bd54e93,7423,1289,87,4.390804597701149,0.7679074835124537
0x89c258e23c3d0001:0x10d183b935862af1,3557,629,40,4.7,0.5163977794943224
0x89c258e23e9d44f1:0x177924366616056a,5870,1049,56,3.7857142857142856,1.216765992506152
0x89c258e2557d0ee9:0xbd6aa816f8062ac0,13836,2393,183,4.278688524590164,0.9222133112577577
0x89c258e256865e45:0x360e27a879b445ee,22686,4136,307,4.267100977198697,1.0480260310057712
0x89c258e256e69659:0x5b619dd661260a7,23668,4114,332,4.373493975903615,0.9703874502429313
0x89c258e268d64569:0x460d8901d76d8d8,8224,1434,73,4.232876712328767,0.9933186232860124
0x89c258e2732bc9db:0xd2d7aa1cb49f2d35,17047,2937,321,4.445482866043614,0.9767547513254078
0x89c258e2893dff73:0x77a9988dfa5abbba,2205,401,43,4.0,1.2344267996967353
0x89c258e28c304997:0xfcafe4e7ce35ee8c,9539,1699,163,4.257668711656442,1.0749042854616797
0x89c258e28c337b2f:0x7a14e4bd3a177168,12328,2229,153,4.261437908496732,0.8718646218402539
0x89c258e28c3488bb:0xd0227233a79cfe52,15551,2819,165,4.206060606060606,0.8868756457016136
0x89c258e28e7e1207:0xab4c10fa24931022,14901,2651,256,4.23046875,0.9317963754459007
0x89c258e28eac5777:0x58a51dd7c41453cf,2837,498,49,4.448979591836735,0.9802470881066142
0x89c258e290d5801d:0xa957fe914c94c8d5,4128,742,48,3.8333333333333335,1.0382746189699346
0x89c258e29e042419:0xb06be7983c2ecb4d,16568,2858,215,4.474418604651163,0.8416975013414253
0x89c258e2c8590669:0xa413edc8ec6841d9,8882,1556,122,3.9262295081967213,1.2071962789793442
0x89c258e2cebddfbd:0xb696e890a40da0ee,22563,4007,283,4.289752650176679,0.934447693449236
0x89c258e2cf5c07f5:0xabd0a4246da152d1,15898,2688,169,4.4733727810650885,0.6731684919397476
0x89c258e2cfc41749:0x490386368ff9fb24,12069,2182,157,4.318471337579618,0.9742730133909683
0x89c258e2d15e7ceb:0x2cc37f0d91931538,1727,301,21,4.380952380952381,0.6690433824641324
0x89c258e2d1b21beb:0x6e9e1ff9f69a6ff8,1391,245,10,4.6,1.2649110640673518
0x89c258e2d38d39b3:0xacf62dbcb0396e6d,7176,1313,121,3.975206611570248,1.0365231137264892
0x89c258e2d38d39b3:0xbcccc6ca0737e8c7,2729,472,28,4.0,1.4142135623730951
0x89c258e2d38d39b3:0xf65fbab30dc2e593,99583,18037,1334,4.472263868065967,0.8354817950118839
0x89c258e2d72bdd15:0x5e05b22c286ae570,4116,719,34,4.147058823529412,1.0482988511314044
0x89c258e2dc042189:0x567565995ad5e019,5472,939,91,4.384615384615385,0.8790048763514187
0x89c258e2df441e1b:0x13ccaaf5fdfbcb20,46528,8307,565,3.88141592920354,1.0956513552672682
0x89c258e2e187781f:0xc4ea5d7ffc247341,4294,750,50,4.38,0.6966391622992348
0x89c258e2e4ca3e19:0x278aa1998b88a76a,16756,3034,216,4.430555555555555,0.7623657589291356
0x89c258e2ec716bf7:0x831a68a2da5aa8bb,1853,285,14,4.714285714285714,0.6112498455021266
0x89c258e2f11cda25:0x3477a665172ae2e6,10067,1821,155,4.219354838709678,0.9620795100517939
0x89c258e2f724ec35:0x292e7f29c801398b,3302,594,25,3.84,0.9865765724632493
0x89c258e2f77c2389:0x3b8cc0a15d135108,11266,2043,133,4.037593984962406,1.124156350589012
0x89c258e2f9754005:0x5b3ec08b20aca1c2,42260,7372,445,4.503370786516854,0.7278948787771871
0x89c258e2feb3fc9b:0x607995c81f2f5fa9,21819,3830,312,4.083333333333333,0.9981225677419572
0x89c258e2fef1f951:0xcc1153d9089b3980,27560,4963,370,4.216216216216216,0.9495437539459309
0x89c258e2ff18a1bd:0xd92364c2b1f8cc7c,20544,3733,283,4.385159010600707,0.8400811929785008
0x89c258e2ff2bad01:0xe817e2c553728a9c,2383,427,36,4.222222222222222,0.7968190728895957
0x89c258e2ff9697c5:0x96d09376c2d8a1e2,46521,8504,433,3.951501154734411,1.1902201051593422
0x89c258e2ffc32981:0x1b5fc68cce3ba21c,4485,805,61,4.508196721311475,0.698163085524486
0x89c258e2ffec6f3d:0x46390e858f0d1cfd,2472,437,13,4.384615384615385,0.5063696835418332
0x89c258e300276dc9:0x14b9bc7da881240a,14834,2669,365,4.235616438356164,0.889092923210316
0x89c258e3019ac735:0x5d7d9b183860b80c,17022,3081,273,4.271062271062271,0.7810753144501197
0x89c258e30231ccb1:0x5528f5fd7e7a6659,18486,3363,254,4.066929133858268,1.1793047538562802
0x89c258e30d9a82b7:0xeb61c3ed0186d421,7862,1386,150,4.293333333333333,0.8556693417269108
0x89c258e312fd2723:0xd1f79dd843aafedc,6952,1214,78,4.448717948717949,0.9888657532018578
0x89c258e313c4f505:0xfb71a2e09448a02d,12755,2255,195,4.364102564102564,0.933756182299792
0x89c258e3188c8d8b:0x6c89078def0e89d0,5944,1074,54,4.037037037037037,0.9705661246797976
0x89c258e31b884675:0xaa66aa08c4ed8624,2153,384,28,4.178571428571429,1.0202966681339753
0x89c258e31c84fc65:0x4ad214db085dbbd3,2346,411,49,4.26530612244898,0.7004614611121739
0x89c258e31cddd9cf:0xedf92e758f354041,21837,3989,93,3.989247311827957,1.0884235074870001
0x89c258e31d1c5c69:0xf7f9f7ffdca0a4c0,25683,4669,303,4.214521452145214,0.9612631480349536
0x89c258e31d4457eb:0x293f7a36f720267e,8019,1380,118,4.288135593220339,0.9879763909014752
0x89c258e31e820c3d:0xfc8c485763de4629,1336,234,36,4.222222222222222,1.1978817282689618
0x89c258e31e9d4351:0xc3871cdb4229ab7,13654,2495,176,4.409090909090909,0.8230447116667462
0x89c258e3237ccaf5:0xfad0270475aaec9e,26896,4842,494,4.0425101214574894,1.1251389704108135
0x89c258e32392b36f:0xbe0e6f3903ae16bd,590,107,17,4.294117647058823,1.0467035087808378
0x89c258e324502567:0x526c7b526bf4ab10,108721,19854,768,4.263020833333333,1.016724417892228
0x89c258e32879f8e5:0x82002b978f00278a,8800,1559,94,4.404255319148936,0.8958584389920864
0x89c258e32b2eb723:0x562023bef8d9b024,30855,5496,300,4.303333333333334,0.963196786255227
0x89c258e32e31eca7:0xaa1d3b1f76460df3,1423,258,14,3.7142857142857144,1.6374732612530445
0x89c258e32f2ee8ad:0xc8a72b9348c494bc,28046,4953,682,3.7331378299120233,1.2613252505717127
0x89c258e338229ebb:0x198c67935cd2b733,2008,350,47,4.297872340425532,0.7197491597174456
0x89c258e3451fc4f3:0x54150809376f090f,8184,1368,104,4.548076923076923,0.7617023307220043
0x89c258e3451fc4f3:0xf0bc360a94c52d2,1622,303,14,3.5714285714285716,1.1578684470436789
0x89c258e34595b585:0x70a9bea93c0513b4,12029,2155,155,4.47741935483871,0.8085218505024095
0x89c258e3467e0947:0xabcb095ae2b530f4,2940,545,45,3.911111111111111,1.2937300235123916
0x89c258e34e735a21:0x440a052fb6d27180,4863,850,86,3.5930232558139537,1.4173538474440919
0x89c258e34f5e4d7d:0xa330d474dfedbdae,33618,6117,404,4.428217821782178,0.8229317511653906
0x89c258e3510ff5e9:0xb8ed4241e225be25,856,146,12,3.3333333333333335,1.0730867399773196
0x89c258e351ec1b85:0xef85c9400337376e,1984,352,40,3.9,1.1940021045379383
0x89c258e352be9353:0xb3e33b800cd903b0,16413,2901,134,4.298507462686567,1.1038541553051704
0x89c258e353766fc5:0x24024c1ae43678f,3697,666,60,4.283333333333333,1.1060950807609695
0x89c258e3604eef63:0xebab70d08489ee1a,4380,789,58,4.413793103448276,0.8792836549808687
0x89c258e36923a371:0x14bb2e95634239ac,7939,1480,150,3.7933333333333334,1.2386215907976723
0x89c258e36923a371:0xae8261369c73a423,892,161,11,4.181818181818182,0.9816498172140428
0x89c258e36923a371:0xbd343734b069d084,184,29,11,4.454545454545454,0.6875516509523286
0x89c258e36923a371:0xf69f4bb0a72c4f6c,1563,294,14,4.357142857142857,1.0818177620697813
0x89c258e36e720351:0xe72d38b7bd30efc8,8131,1444,160,4.15,1.2037676701812459
0x89c258e36fb0fc47:0x5642202b0f14b97b,752,134,13,4.230769230769231,0.8320502943378436
0x89c258e370cb0805:0x461850b5a6efc451,18560,3336,271,4.269372693726937,0.9375614416566179
0x89c258e3767590d7:0x48809962dae39082,1688,298,15,4.533333333333333,0.6399404734221845
0x89c258e3767590d7:0x8d92ae7146ada763,5864,1054,91,4.351648351648351,0.9234431507934056
0x89c258e376868a77:0x3d8dd65350452d7,4782,839,75,4.1866666666666665,1.06153042671741
0x89c258e376941193:0xd56b7b64f6ed5dac,34993,6330,443,4.288939051918736,0.8757876885766596
0x89c258e376c4f569:0xfa1e3ba2cda6c0b0,5841,1057,94,4.446808510638298,0.742228861853034
0x89c258e37d0cc9cf:0xa6b664e421afab4a,25884,4512,308,4.4188311688311686,0.8822734536260411
0x89c258e383468925:0x7c40ba6b5bcdb54e,3502,653,50,4.32,1.0388376550113052
0x89c258e384a91215:0xa0103c417580bf2,6155,1074,90,4.544444444444444,0.7056929196746283
0x89c258e384a91269:0x4bf9d2ad3256eabc,11097,2026,159,4.427672955974843,0.7912425694802209
0x89c258e384cfa865:0x5752f92a45974c9,12751,2320,168,4.440476190476191,0.958431733954625
0x89c258e387327d67:0x90ca421dd5b5d970,4406,811,32,3.875,1.313699528664338
0x89c258e38c338a59:0xe7df5c76d847279c,261,45,20,4.15,1.4244112357114613
0x89c258e38f3e9767:0x8c1bd6ee9805104d,1511,288,23,4.130434782608695,1.0576280419404613
0x89c258e390f4f07f:0xbd9f0e3de064a57f,2229,366,27,4.666666666666667,0.6201736729460422
0x89c258e39116128f:0x175af1b663eb6fab,19645,3591,333,3.936936936936937,1.0466177247083681
0x89c258e391746197:0x2c0bbeeccf57c2fe,2196,390,33,3.6363636363636362,1.4101901870444153
0x89c258e392365ddf:0x910ae7cd9ccb44ff,10407,1887,109,4.091743119266055,1.0588365767975032
0x89c258e39353cc1d:0xaf8703fc50bf605,1826,313,30,4.1,0.7119666788018509
0x89c258e399260e5f:0x38a916f423d1fcdb,16067,2846,109,4.467889908256881,0.8115920264499975
0x89c258e399540d3d:0xf22f94078d8c6927,24084,4311,244,4.364754098360656,0.8854955722189402
0x89c258e39ab5a6b1:0xa315dfc58591c65,3346,589,44,3.75,1.2223690304125132
0x89c258e39b9acdd5:0x3154faffd5cd189e,4150,765,22,4.409090909090909,0.7963662060880875
0x89c258e39b9acdd5:0xd629938e56ca4f5f,3240,602,26,3.4615384615384617,1.3032503744336845
0x89c258e39ba7c455:0x54f3dcc370af689c,52920,9549,481,4.634095634095634,0.721111456365611
0x89c258e39cc25d15:0x71d6739c6aceecbf,8296,1474,56,4.5,0.7627700713964739
0x89c258e39d153a8d:0xd70044dc6f5e83ac,10944,2021,124,4.379032258064516,0.8419174972179215
0x89c258e39d4de1e3:0x3cd70b512787dd3d,19174,3566,300,4.183333333333334,0.9160710540906194
0x89c258e39de86ba1:0x698b281c932862ad,23711,4308,298,4.385906040268456,0.7623744702524381
0x89c258e3a342c79f:0xd16c16444527fe0b,24917,4703,384,3.65625,1.1836847809169515
0x89c258e3a38e7529:0x32792a8d7ebe7149,21161,3768,255,4.145098039215687,1.0751879025470585
0x89c258e3a5f149b1:0xbaa0104a1723f140,3279,608,11,3.272727272727273,1.9021518914592017
0x89c258e3a7b8511d:0x28c80ac116569fe5,55529,10014,583,4.425385934819897,0.8043100052065565
0x89c258e3a7d23d03:0xf7a896853eaa0de1,9481,1667,106,4.433962264150943,0.8621000706970029
0x89c258e3a8a0b84b:0xb28edc1adf0c9578,2752,493,65,4.230769230769231,0.8618517630883291
0x89c258e3aecd4169:0x580f6a661d1481c7,8186,1473,57,4.4035087719298245,1.049823949914716
0x89c258e3af37d5a3:0xd3887f347b16170d,7733,1364,155,4.406451612903226,0.7446499586753322
0x89c258e3b00f5821:0xcdf340f516ee1274,6328,1122,84,3.9523809523809526,1.2114390716049777
0x89c258e3b09b11e5:0x19dd21263f54663c,10636,1927,112,4.25,1.0354091326968637
0x89c258e3b1d72963:0xc087cf5ad8a8a1ad,12673,2365,204,3.715686274509804,1.169206298765007
0x89c258e3bbcccab9:0x4e0abd06c53f29cd,23696,4234,224,4.263392857142857,1.0275571218638622
0x89c258e3bbdbeb85:0x9835c085bdb1652c,5498,984,111,3.774774774774775,1.0675774162661646
0x89c258e3c19cabbd:0xb514cbc3d0f7361d,41593,7447,312,4.375,1.0442385185393648
0x89c258e3d34f2f91:0x75506d03f51d46e9,2523,429,48,4.104166666666667,1.1712801386178149
0x89c258e3d5480c2b:0xb74897a11e5a7c9b,5294,976,95,3.8421052631578947,1.3938755818716257
0x89c258e3dca15dcb:0xc0f3d6ce524a8337,1260,222,42,4.571428571428571,0.8305994644732653
0x89c258e3e880342f:0x6a3060625823e13f,2763,465,46,4.195652173913044,0.8331883931925148
0x89c258e3ea53b023:0x6296aacfb3282a84,29578,5247,354,4.638418079096045,0.717482050834691
0x89c258e3ea55241b:0x8e0ad0dc090cfb1f,1042,198,10,3.1,0.9944289260117533
0x89c258e3eb47ea89:0x76df016290a93f2d,3003,547,42,3.9285714285714284,0.9472130402153505
0x89c258e3ee15cdf3:0x5d4b9c9ede4b3337,19265,3470,314,4.563694267515924,0.7609186365208396
0x89c258e3f6a7e2bb:0xec2e586e7faf04bd,6537,1158,152,4.1644736842105265,0.9727688272944776
0x89c258e3f7a9c27b:0x58a7530c7da705cd,3819,641,75,4.226666666666667,1.0077179642615761
0x89c258e409f1ab7d:0x3b76b757cb9a679,5562,951,113,4.327433628318584,0.9204276750133427
0x89c258e40bdf62c5:0x113b5966a8d0d976,13599,2438,162,4.030864197530864,1.0887501496098357
0x89c258e40f930a13:0x9467e5af725477f4,7424,1341,101,4.198019801980198,0.938294218038223
0x89c258e4106bc485:0xa4168c89fb092304,1522,269,14,4.571428571428571,0.646206172658864
0x89c258e412781a35:0x5b490df7d50ccf91,37663,6794,701,4.319543509272468,0.828442819755376
0x89c258e419c72c57:0x93736c248abe2b92,161,29,11,3.3636363636363638,1.6292775867068985
0x89c258e41a4315d9:0x3b6c8b29546e4e1c,27478,4828,281,4.409252669039146,0.8407818280380007
0x89c258e41ebdca8d:0x457318a20b49acb4,6677,1142,60,4.516666666666667,0.7917298517752696
0x89c258e41fb2f673:0xba99c8fae911775e,11609,2061,147,4.36734693877551,0.8607231162915557
0x89c258e42827c107:0x3f9e6d85618dfa99,12576,2297,169,3.9526627218934913,1.3175132189070924
0x89c258e429dc6a5d:0x748814dcbfe9559f,6542,1146,130,4.7,0.5925899009413459
0x89c258e429dc6a5d:0xbb25fb404741059c,1823,323,11,4.7272727272727275,0.4670993664969138
0x89c258e438a61799:0xe9732fcb179b8e79,50019,9068,562,4.519572953736655,0.8254903987397918
0x89c258e438a61799:0xf45fc6692ab8ec,11106,1967,153,4.189542483660131,0.9230358519789617
0x89c258e446e4e16f:0x1542d2674149e28d,6210,1071,71,4.309859154929577,0.9796726755951944
0x89c258e450afb38b:0xfe107e20779e5603,18406,3297,267,4.0187265917602994,1.1648136561434794
0x89c258e45129248d:0xcd33e90c7dce32a4,8373,1472,160,4.4125,0.8496207070875509
0x89c258e45916d887:0xcf6a6ee248db3e28,5760,1016,131,4.061068702290076,1.1552936702304124
0x89c258e45917312b:0x38b059bdb352f2b0,21223,3683,304,4.115131578947368,0.9900001579105154
0x89c258e461d380bb:0xe68debf701c7301e,81463,14388,1234,4.354132901134522,0.8225550771779678
0x89c258e4835dac57:0x8ab8dc3f696a58cd,9941,1766,168,4.273809523809524,0.9201821022091871
0x89c258e48bf56f45:0xb154f02b1138decb,2775,503,41,3.951219512195122,1.0943312915245347
0x89c258e48d6f4e03:0x8e9d4088e9d0d3aa,17448,3134,234,4.085470085470085,0.9409396232690814
0x89c258e48ebc8255:0xcc98a6e40361e079,9911,1806,244,3.9959016393442623,1.1349224545931276
0x89c258e49358c00b:0x43014eae1b518aea,21221,3827,266,4.2819548872180455,0.9313276857983527
0x89c258e493da6c53:0x8b8860e8a533fb36,30331,5488,317,4.555205047318612,0.8387073984576552
0x89c258e49dac9339:0x530ed767dca89f45,45613,8053,627,4.590111642743222,0.6489838360582403
0x89c258e4ac3a5e93:0x19daeda3e6a763e8,4624,843,45,3.8444444444444446,1.27841442198664
0x89c258e4ae59a3a9:0x257f41f696ee497f,6242,1101,17,4.0588235294117645,0.9663454503498035
0x89c258e4b0d34c7f:0xda57cbcb1021a765,10233,1844,230,4.252173913043478,0.974284897412062
0x89c258e4b1b55ff3:0x86454e0c8a10c06,4870,881,84,4.190476190476191,0.9375203191525325
0x89c258e4b385507f:0x5f1e932d58880bd9,13978,2402,153,4.392156862745098,0.8902638145194516
0x89c258e4b50bf6a1:0xfac5c8af8615502e,25934,4796,379,3.9076517150395778,1.2081817748699921
0x89c258e4b5af8a7d:0xc61bcc950a308dd4,32634,5840,443,4.744920993227991,0.6277447824103001
0x89c258e4b7820375:0x2c538451976f505d,7606,1391,101,3.801980198019802,1.3417883736282568
0x89c258e4b7820511:0xd5aadeaa31b54e47,12148,2233,91,3.923076923076923,1.2403473458920848
0x89c258e4b93f6f13:0x2fec835f674c86c8,7220,1231,93,4.301075268817204,0.9063177559265883
0x89c258e4b9a33537:0x1becd2ac833e65a6,11961,2173,144,4.263888888888889,0.9459971696102717
0x89c258e4b9a33537:0x563f2ba7e8694607,4709,824,80,3.9125,1.2847080148984453
0x89c258e4c086c181:0x4984588fde9f50f5,8155,1437,220,4.15,1.106332952930412
0x89c258e4c1342aaf:0x17cdcbd5bfcce826,1014,184,17,4.470588235294118,1.007326105267277
0x89c258e4c2066753:0x64f50a662bfb26d7,2490,441,40,4.5,0.9607689228305226
